title,rating,review
VERY GOOD!,5.0,I GAVE AS A GIFT AND MY FRIEND SAID THEY WERE VERY GOOD!!!!
These are delicious,5.0,I ordered this as a gift for someone. They could not stop talking about how good it was and how great the packaging was.
Perfect for business associates,5.0,This is the second year that I've sent these to business associates in different states and the feedback continues to be positive.
Fresh and tasty,5.0,I received these as a gift and they were so delicious I decided to send them as a gift!
Amazing Surprise,5.0,This was a gift for a very good friend! They really enjoyed this every morning with coffee
"I sent these cookies as gifts, I never tasted one",5.0,the people that got the cookies said they were good but they are too nice to admit if they weren't
Yum! These were the perfect gift!,5.0,"Thank you for making such beautiful and tasty treats, packaged perfectly. We sent these as a gift and Mom loved them!"
Great!,5.0,Just got the cookies were delicious. Very nice treat. What order them again. They really like them.
Amazing,5.0,Very good! Will be ordering again.
Nice product,5.0,I sent this as a gift. The recipient said it was wonderful.
This was purchased as a thank you gift for friends ...,5.0,"This was purchased as a thank you gift for friends. We didn’t get to taste them, but they raved about how delicious they were. Fast delivery, very much appreciated by them. I would definitely order again!!"
Great Unique “ Get Well “ gift !,5.0,I brought this as a gift as I wanted to send a unique Get Well gift . The packaged was received on time . . My reccipant enjoyed the gift and was very pleased
"""Over the Top""",5.0,"This was a gift to an ill family member living far away. Their replies were ""over the top"" with praise for your great product. Thanks, Paul"
Great presentation and delicious!,5.0,Great presentation and delicious cookies. Sent as a gift and it was well received.
gift,5.0,this was a gift
This was a gift for my 95 year old mom ...,5.0,"This was a gift for my 95 year old mom. I am too far away to have eaten any but she said they were delicious and she hid them from everyone
Second year and still delivered great product"
An excellent and very tasty holiday gift!,5.0,This was a gift to my brother and sister-in-law - it got rave reviews!
A great value,5.0,This was a gift but the overall freshness was great as was the flavors
Quality,5.0,I didn’t order them for myself! I ordered them for my niece. She said the biscottis were delicious.
Very Nice Presentation,5.0,Great buscotti cookies that are presented in a very nice way for gift giving.
Great gift,5.0,It was a gift and the person loved it
Excellent,5.0,Thank you for delivering on time. Family thought the biscotti was excellent.
Best Biscotti cookies ever,5.0,I loved the variety of the Biscottis
Recipients say it was great,5.0,This was purchased as a Christmas gift. The recipients say they enjoyed it very much.
Great feedback,5.0,Ordered 2 of these for holiday gifts for neighbors. I got great feedback from both. Both said they were delicious!
Great taste,5.0,Tasty and fresh
Nice presentation and very tasty,5.0,"One showed up broken, but otherwise a high quality product."
Great Holiday Present.,5.0,"Sent these out to different folks for the holiday, and they loved them!"
Yum!,5.0,Sent as a gift and they were loved!
Very Good!!,5.0,Everything was fresh and delicious!!!
AMAZING,5.0,I gave them ad a gift. They were loved by all came beautifully put together.
Great Christmas Gift,5.0,"We sent this as a gift to family, and they said they are enjoying them very much."
Love them ...,5.0,I gave this as a gift and the recipient thought they were delicious!
Yummy,5.0,Pleasant surprise!
Fabulous gift,5.0,I purchased three of these as gifts - everyone loved them!!!
Delicious!,5.0,This was sent as a gift and the recipients have thoroughly enjoyed them!
unique and delicious,5.0,These were sent as a Christmas gift. Both recipients enjoyed them
Arizona Aunt loves this basket of biscottis,5.0,Bought this for my aunt in Arizona. They absolutely loved it.
Barnetts Goodies,5.0,"Gave as gift to Inlaws, they Raved about them. Thank you!"
Great Gift!,5.0,"Gift Receiver loved the Biscotti, and set a photo of the empty box."
Outstanding! Highly Recommend!,5.0,These were a gift for someone who lives a state away. Apparently they were really good and went over really well. Apparently it was also packaged up really nice and even included a little card. They were even considering doing a re-order for themselves because of the taste alone. I will buy this again. Great job!
Delicious,5.0,Delicious!! So fresh and yummy! A perfect gift item!
Great cookies!!,5.0,Product was great! They were great tasting!!
Rave review - great gift,5.0,This was a gift for a biscotti lover and he raved!
Great presentation,5.0,Great presentation. My parents enjoyed it.
Great Flavor!,5.0,These were delicious! An absolute hit with morning coffee!
Great gift,5.0,Very well enjoyed by the people I have sent them to. Worth the price.
Clients loved it,5.0,Sent it as a gift and they loved it!
Great goodie with great presentation,5.0,These cookies not only taste great but also make a nice gift for any occasion!
Delicious,5.0,Beautiful presentation and excellent quality.
Excellent gift!,5.0,Great!
came as advertised,5.0,great biscotti
The recipient was very happy,5.0,"I sent the biscotti to ""fans of biscotti"" and they were very happy with their gift!"
Perfect Gift!!!,5.0,"Bought the Biscotti Cookies Gift Basket as a ""Thank you"" to our travel agent. She loved them! I'll definitely order these again."
A wonderful gift!,5.0,Very nicely packaged and a wonderful assortment. A great gift.
nice gift,5.0,Sent for gilfs and everybody enjoyed them
Beautiful and delicious!!!!,5.0,"I ordered this as a gift for a friend recovering from surgery, and I included gift wrapping. She told me the wrapping was beautiful, as was the box of Biscottis! She said they were DELICIOUS! This arrived very quickly, and I would order again!!!"
GREAT Gift!!!,5.0,The biscuits were DELICIOUS and the gift made a terrific presentation!!!
Thankyou for all your hard work.,5.0,I ordered this as a gift for my friend. She loves biscotti.
Perfect gift!,5.0,They were Amazing!
Great Gift,5.0,Beautiful box and presentation. Bought two for birthday presents and both women LOVED them! Would recommend.
Loved them,5.0,Very attractive packaging and the Biscottis were great.
Excellent gift,5.0,Excellent gift
Great Biscotti,5.0,Daughter loved them.
Yum-yum!!,5.0,"Great selection and all super tasty! For some odd reason, one of the cookies was missing .... shrink wrap was in place so nothing nefarious going on! Guess the assembly line computer hiccups or something. Cookies were definitely worth the price, though."
